0,17
0,119
12,54
23,12
0,-32
-5,-72
-22,54
-51,54
-7,-9
-19,54
-34,12
-49,12
-19,12
0,-58
-50,-72
0,-108
-21,-72
-25,-72
-49,-9
4,12
-26,-9
-39,-26
-11,-9
-52,54
0,-10
-43,-26
-28,-72
-20,12
8,54
5,54
-5,-9
0,54
-18,-26
17,12
18,12
-53,-72
-21,-26
12,28
-25,-9
1,-72
23,65
-51,28
8,-72
6,-9
-22,-26
0,16
-22,28
-49,65
-19,28
-5,71
-34,65
-26,-26
-19,65
-7,37
-50,71
0,9
-21,71
-49,37
0,-78
-11,37
-7,-26
-25,71
4,65
-52,28
-39,-50
-26,37
8,28
-20,65
-43,-50
17,65
-28,71
-18,-50
0,-76
-53,71
5,28
-5,37
1,71
6,37
-25,37
-21,-50
18,65
23,8
0,-59
-49,8
-22,-50
8,71
-34,8
-26,-50
-5,-13
-7,-33
-50,-13
-19,8
-21,-13
0,-14
-49,-33
17,8
-11,-33
0,-25
-20,8
-25,-13
4,8
-7,-50
1,-13
-39,10
-26,-33
6,-33
-18,10
-53,-13
0,-30
-43,10
-28,-13
-25,-33
0,-27
-5,-33
-22,10
-21,10
12,22
18,8
-22,22
23,36
-51,22
-26,10
-34,36
-49,36
8,22
8,-13
-5,-123
-19,22
17,36
-21,-123
-7,-72
-19,36
-50,-123
-52,22
-11,-72
0,35
1,-123
-20,36
-49,-72
6,-72
-25,-123
4,36
-53,-123
-39,-65
-7,10
-26,-72
-18,-65
-43,-65
0,-33
-28,-123
-22,-65
5,22
-21,-65
12,-101
-22,-101
-51,-101
-26,-65
18,36
23,56
-34,56
-49,56
8,-101
0,-3
17,56
-50,18
-21,18
-5,18
8,-123
-19,-101
-49,-22
-52,-101
-11,-22
-7,-22
0,-62
-19,56
-20,56
1,18
0,93
6,-22
-43,44
-53,18
-25,18
0,-70
4,56
-18,44
-39,44
-25,-22
0,10
-7,-65
-26,-22
-22,44
-51,85
-28,18
-49,-12
-22,85
-5,-22
12,85
-26,44
0,33
-34,-12
5,-101
-21,44
23,-12
8,85
-50,5
18,56
17,-12
-49,-19
-21,5
-5,5
-11,-19
1,5
-19,85
8,18
-7,-19
0,-12
-52,85
6,-19
-43,68
-19,-12
-20,-12
-18,68
0,-37
-39,68
-25,5
4,-12
-22,68
-53,5
-51,-9
-7,44
-26,-19
-49,3
-25,-19
-28,5
-22,-9
8,-9
12,-9
-34,3
-5,-19
-50,-40
17,3
23,3
-49,-79
5,85
-21,68
-26,68
0,-73
-21,-40
18,-12
0,-42
1,-40
-11,-79
-5,-40
-43,-116
6,-79
-7,-79
8,5
-19,-9
-52,-9
0,-13
-19,3
-20,3
0,6
-18,-116
-22,-116
-51,96
-39,-116
-25,-40
-53,-40
-25,-79
4,3
-7,68
-26,-79
0,7
-22,96
8,96
-50,-24
-26,-116
12,96
-28,-40
-49,-32
0,39
-5,-79
-21,-116
1,-24
5,-9
-21,-24
6,-32
18,3
-11,-32
-52,96
-5,-24
-43,36
-22,36
-7,-32
8,-40
-19,96
-53,-24
-18,36
-25,-32
-39,36
21,54
23,54
-25,-24
-24,12
-7,-116
7,12
-26,-32
-26,36
0,-72
-26,12
17,54
17,-72
-28,-24
-9,-9
-11,12
5,96
-21,36
-3,54
18,-9
-5,-32
-8,-72
-3,12
-1,-108
-13,-9
19,-26
-4,-72
3,-108
8,-24
4,-72
14,54
-21,-9
20,-26
-32,-108
10,-9
-13,-26
2,12
21,28
7,-108
-39,-108
-24,65
66,-26
23,-72
-7,36
23,28
-44,54
0,71
7,65
-38,12
-9,37
-26,65
-3,28
57,-108
16,54
17,71
-48,-72
17,28
-1,-78
-3,65
-8,71
21,-26
-11,65
19,-50
18,37
-13,37
4,71
10,37
-4,71
34,-72
-32,-78
3,-78
-47,-108
14,28
-21,37
-13,-50
20,-50
-34,-26
2,65
-24,8
7,-78
66,-50
-39,-78
37,-108
23,71
-9,-33
15,-26
-44,28
-26,8
7,8
-1,-25
-38,65
19,10
-3,8
-8,-13
57,-78
16,28
17,-13
-48,71
-13,-33
-11,8
21,-50
18,-33
4,-13
21,22
-32,-25
10,-33
-4,-13
-24,36
-13,10
34,71
3,-25
-47,-78
-21,-33
7,-25
0,-123
20,10
2,8
-34,-50
66,10
-9,-72
-39,-25
37,-78
23,-13
-1,-30
15,-50
23,22
19,-65
-3,22
7,36
-3,36
-38,8
-8,-123
17,22
57,-25
-13,-72
4,-123
21,-101
-11,36
21,10
17,-123
-48,-13
-24,56
10,-72
-32,-30
18,-72
-4,-123
-13,-65
7,-30
0,18
34,-13
3,-30
-47,-25
66,-65
14,22
-9,-22
2,36
-34,10
20,-65
-39,-30
-1,93
-26,56
-3,-101
23,-123
37,-25
19,44
15,10
-3,56
-44,22
-8,18
23,-101
-13,-22
-38,36
7,56
4,18
57,-30
17,-101
21,-65
10,-22
21,85
-11,56
16,22
-32,93
-48,-123
17,18
-24,-12
-13,44
7,93
18,-22
14,-101
-4,18
66,44
2,56
-21,-22
34,-123
0,5
3,93
-47,-30
23,18
-9,-19
20,44
-34,-65
-39,93
-26,-12
-3,85
-3,-12
37,-30
-1,-12
23,85
57,93
-8,5
15,-65
7,-12
21,44
19,68
4,5
-13,-19
-44,-101
17,85
10,-19
-38,56
17,5
-11,-12
-32,-12
14,85
16,-101
18,-19
-13,68
2,-12
-48,18
66,68
21,-9
-4,5
3,-12
-21,-19
-24,3
23,5
34,18
20,68
-3,-9
-47,93
-26,3
-39,-12
0,-40
-3,3
-34,44
37,93
23,-9
-9,-79
57,-12
-8,-40
15,44
7,3
4,-40
21,68
-13,-79
10,-79
17,-40
-1,-42
-44,85
17,-9
-32,-42
18,-79
16,85
-38,-12
19,-116
7,-42
-11,3
14,-9
-13,-116
66,-116
2,3
3,-42
-48,5
20,-116
34,5
-4,-40
-3,96
23,-40
-21,-79
21,96
-47,-12
23,96
37,-12
-39,-42
-34,68
57,-42
15,68
-8,-24
4,-24
0,-24
21,-116
17,-24
-13,-32
10,-32
-9,-32
18,-32
16,-9
-44,-9
14,96
17,96
-38,3
-13,36
20,36
66,36
19,36
34,-40
23,-24
-48,-40
-4,-24
-24,54
-50,54
-21,-32
-23,12
-25,54
37,-42
21,36
-47,-42
15,12
15,-116
-3,-72
-34,-116
-48,-9
-12,-9
-17,-72
-20,54
16,96
-44,96
-42,-26
-16,-9
-19,-26
10,12
-24,28
34,-24
-14,-26
-48,-24
-50,28
-23,65
-10,-26
-25,28
-3,71
-12,37
-48,37
-20,28
-17,71
15,36
15,65
-24,-26
-42,-50
-9,71
-16,37
-19,-50
-2,54
-8,54
14,37
20,12
10,65
-10,-50
-23,8
9,-72
-14,-50
-3,-13
-17,-13
-43,-9
-48,-33
-12,-33
-9,-26
-42,10
-45,-26
-19,10
15,8
-24,-50
-16,-33
-24,22
-2,28
-50,22
-9,-13
-23,36
-8,28
20,65
14,-33
-25,22
-10,10
-3,-123
10,8
-12,-72
9,71
-26,71
-14,10
-17,-123
-20,22
-43,37
-42,-65
-9,-50
-24,-101
-45,-50
-23,56
